ID,Name,Age,Height(cm),Weight(kg),Nationality,Club,Value,Wage,Player_Position,Preferred_Foot,Body_Type,Stamina
240055,M. Yılmaz,20,174,67,Germany,Bayern München II,250000,1000,RB,Right,Lean,69
240086,M. Lema,19,171,67,Austria,SK Sturm Graz,270000,2000,RM,Right,Lean,46
241091,B. Scott,20,187,78,United States,1. FC Köln,230000,2000,GK,Right,Normal,21
242061,T. Ogiwara,19,175,69,Japan,Urawa Red Diamonds,270000,1000,LM,Left,Lean,76
242449,J. Caballero,21,180,72,Colombia,Atlético Bucaramanga,280000,1000,RM,Right,Normal,62
243718,R. Koot,19,185,80,Netherlands,Fortuna Sittard,220000,1000,GK,Right,Normal,20
244001,T. Weiner,20,191,76,Germany,Holstein Kiel,230000,1000,GK,Right,Normal,45
244342,Y. Boussakou,19,172,68,Netherlands,ADO Den Haag,270000,1000,LW,Right,Normal,43
244513,I. Sadiq,19,168,68,Ghana,FC Nordsjælland,270000,1000,RW,Right,Normal,50
244542,K. Kaïboue,20,182,65,France,Montpellier HSC,260000,3000,CDM,Left,Lean,54
244810,T. Lawal,19,195,84,Austria,LASK Linz,220000,1000,GK,Right,Lean,22
245391,S. Sy,20,174,69,France,Amiens SC,250000,2000,LB,Left,Lean,64
246301,L. Poręba,19,180,70,Poland,Zagłębie Lubin,250000,1000,CDM,Right,Normal,77
246843,E. González,21,180,72,Argentina,Estudiantes de La Plata,230000,1000,GK,Right,Normal,17
247264,A. Seko,19,183,72,Japan,Cerezo Osaka,250000,1000,CB,Right,Lean,64
248103,R. Gavîrliță,19,186,75,Romania,Astra Giurgiu,270000,1000,ST,Right,Normal,58
250774,P. Hoppe,20,180,70,Germany,Chemnitzer FC,280000,1000,CF,Right,Lean,34
250847,S. Sonnenberg,20,194,87,Germany,FC Hansa Rostock,260000,1000,CB,Right,Lean,65
251048,M. Mihaiu,20,179,74,Romania,Dinamo Bucureşti,280000,1000,RM,Right,Normal,61
251356,N. Vallys,22,186,80,Denmark,Silkeborg IF,280000,2000,LM,Right,Stocky,58
251518,J. Mangonzo,21,180,70,France,Paris FC,280000,1000,CM,Right,Lean,61
251959,J. Donkor,20,176,70,Belgium,Fortuna Sittard,280000,2000,LM,Right,Normal,45
252269,F. Quispel,18,177,70,Netherlands,FC Emmen,260000,1000,ST,Right,Normal,56
252374,N. Ntolla,20,185,65,France,FC Sochaux-Montbéliard,280000,1000,ST,Left,Normal,57
252375,Adrián Herrera,20,179,70,Spain,CD Numancia,280000,2000,ST,Right,Lean,61
252454,H. Ortega,19,190,80,Mexico,Club América,250000,4000,CB,Right,Normal,59
221867,J. Stobbs,22,180,85,England,Sheffield Wednesday,270000,4000,RW,Right,Normal,62
229922,O. Al Khalaf,22,176,60,Saudi Arabia,Ettifaq FC,250000,4000,CDM,Right,Lean,56
233932,C. O'Toole,21,175,65,Australia,Brisbane Roar,240000,1000,LB,Left,Lean,69
234205,H. Ito,20,188,80,Japan,Nagoya Grampus,260000,1000,CM,Left,Lean,66
234264,Jeong Seung Won,22,170,68,Korea Republic,Daegu FC,270000,1000,RW,Right,Normal,62
234288,M. Uusitalo,22,189,93,Finland,HJK Helsinki,210000,1000,GK,Right,Normal,33
234352,M. Puerta,22,172,72,Colombia,Deportivo Cali,240000,1000,RB,Right,Normal,84
235956,J. Behounek,21,180,73,Germany,SG Sonnenhof Großaspach,240000,1000,RB,Right,Lean,53
237347,A. Abdallah,21,170,68,Comoros,Grenoble Foot 38,240000,1000,LB,Right,Normal,68
238481,M. Al Qahtani,22,176,64,Saudi Arabia,Al Wehda,260000,3000,CM,Right,Lean,61
238579,Ha Seung Un,21,178,70,Korea Republic,Pohang Steelers,270000,1000,ST,Left,Normal,52
239076,A. Nurudeen,20,190,77,Ghana,KAS Eupen,220000,1000,GK,Right,Normal,22
239324,M. Talal,21,178,74,France,Amiens SC,260000,2000,CM,Right,Lean,78
239835,V. Ekani,22,190,82,Cameroon,SønderjyskE,260000,2000,CM,Right,Normal,73
240584,B. Verbong,19,186,82,Netherlands,VVV-Venlo,210000,1000,GK,Right,Normal,16
240681,J. Hoekstra,20,190,75,Netherlands,FC Groningen,220000,1000,GK,Right,Normal,24
241158,M. Özvardar,21,184,78,Turkey,Sivasspor,270000,2000,ST,Right,Normal,53
241476,Raúl Sánchez,21,188,74,Spain,CD Leganés,270000,3000,LM,Left,Lean,56
242085,M. Virtue,22,175,66,England,Blackpool,250000,2000,CDM,Right,Lean,56
242154,A. Thurgate,19,178,70,Australia,Newcastle Jets,260000,1000,CM,Right,Lean,61
243163,D. Grant,19,173,70,Republic of Ireland,Bohemian FC,260000,1000,RM,Right,Normal,63
244000,T. Fleckstein,20,188,76,Germany,Holstein Kiel,250000,2000,CB,Right,Lean,37
244664,J. Toualy,20,171,63,Ivory Coast,KV Kortrijk,270000,2000,LM,Right,Normal,54
244764,G. Kakudji,19,192,83,Belgium,Royal Antwerp FC,240000,1000,CB,Right,Normal,34
244889,C. Vanhoutte,20,182,73,Belgium,KSV Cercle Brugge,260000,2000,CM,Right,Normal,63
245510,A. Hassoun,22,177,67,Saudi Arabia,Al Ahli,240000,4000,RB,Right,Normal,66
247685,N. Wähling,21,187,77,Germany, SSV Jahn Regensburg,270000,2000,RM,Right,Normal,50
248240,M. Soula,21,172,70,France,Angers SCO,270000,3000,RW,Right,Normal,40
251167,S. Raux Yao,20,196,87,France,AJ Auxerre,250000,1000,CB,Left,Lean,61
251398,H. Cakmak,20,179,73,Turkey,FC Würzburger Kickers,270000,1000,ST,Right,Normal,60
251607,B. Ilie,19,177,72,Romania,Academica Clinceni,260000,1000,CM,Right,Normal,74
252007,J. Lozano,20,170,70,Mexico,Club Atlas,240000,2000,RB,Right,Lean,50
252021,T. Dallinga,18,180,70,Netherlands,FC Groningen,250000,1000,ST,Right,Normal,54
252398,C. Bîrnoi,21,181,72,Romania,Politehnica Iaşi,270000,1000,LM,Left,Normal,61
252854,F. Mircer,20,180,75,England,Bury,250000,1000,CB,Right,Normal,59
212487,M. Rose,23,188,70,Scotland,Coventry City,230000,2000,CB,Right,Lean,49
227929,R. Wintle,22,180,64,England,Crewe Alexandra,230000,2000,CDM,Right,Normal,67
229643,C. James,21,183,76,England,Colchester United,230000,2000,CB,Right,Lean,61
230148,W. Tomlinson,21,178,74,England,Mansfield Town,250000,2000,CM,Right,Normal,72
230677,F. Horsfall,22,190,82,England,Macclesfield Town,230000,1000,CB,Right,Lean,66
230893,O. Evans,22,188,73,Wales,Macclesfield Town,200000,1000,GK,Right,Lean,17
231199,H. Odoffin,21,191,81,England,Livingston FC,230000,1000,RB,Right,Lean,61
231527,I. Diallo,22,178,74,Ivory Coast,AC Ajaccio,230000,1000,LB,Left,Lean,60
232904,A. Al Dawsari,21,178,69,Saudi Arabia,Al Nassr,230000,4000,CDM,Right,Normal,64
234050,S. Mbaye,23,190,80,Senegal,Kristiansund BK,200000,1000,GK,Right,Normal,16
234960,D. Rojano,22,175,75,Colombia,Deportivo Pasto,230000,1000,CDM,Right,Lean,63
236027,J. Brown,21,178,79,England,Millwall,230000,2000,RB,Right,Normal,71
236398,Asier,21,175,68,Spain,CD Lugo,230000,1000,RB,Right,Lean,64
236882,Altamirano,22,179,73,Spain,Real Betis,250000,3000,LW,Right,Lean,35
238197,S. Bone,20,183,85,England,Waterford FC,230000,1000,CDM,Right,Stocky,54
239362,A. Aberkane,19,176,70,Netherlands,Sparta Rotterdam,220000,1000,RB,Right,Normal,52
240463,M. Al Majhad,22,176,75,Saudi Arabia,Al Fateh,230000,4000,CDM,Right,Normal,78
241157,T. Sainte-Luce,20,181,72,France,Nîmes Olympique,230000,2000,LB,Left,Lean,56
243034,Alfon,20,172,60,Spain,Albacete BP,260000,1000,ST,Right,Normal,58
243634,S. Kodama,20,166,61,Japan,Nagoya Grampus,250000,1000,LM,Right,Lean,54
243719,B. Breukers,20,176,72,Netherlands,Fortuna Sittard,250000,2000,CM,Right,Normal,37
244012,E. Henschel,22,185,78,Germany,Hallescher FC,250000,1000,RM,Right,Normal,68
244028,S. Belkahia,20,192,87,Germany,TSV 1860 München,230000,1000,CB,Right,Normal,61
244070,T. Kircher,20,180,68,Germany,FC Carl Zeiss Jena,230000,1000,RB,Right,Lean,56
244729,P. Wienhoven,19,180,72,Netherlands,VVV-Venlo,240000,1000,CM,Right,Normal,63
244942,S. Guðjohnsen,21,190,80,Iceland,Spezia,260000,1000,ST,Left,Normal,57
245801,Vinícius Ferreira,20,180,75,Brazil,Cracovia,250000,1000,LM,Right,Normal,55
247089,Julio Alonso,20,171,62,Spain,Real Betis,230000,2000,LB,Right,Lean,59
247355,S. Patiño,22,185,82,United States,Orlando City SC,250000,1000,ST,Right,Normal,52
251799,S. Yatağan,20,180,75,Turkey,Antalyaspor,250000,2000,CAM,Right,Lean,45
251878,F. Borța,20,175,63,Romania,Universitatea Craiova,230000,1000,RB,Right,Normal,68
252455,Lucas Díaz,23,188,79,Switzerland,Racing Santander,200000,1000,GK,Left,Normal,21
226950,L. Armstrong,22,185,73,England,Salford City,240000,3000,ST,Right,Normal,57
230697,E. Robson,22,178,73,England,Sunderland,240000,2000,CM,Left,Lean,55
230895,A. Wright,22,183,72,England,Bohemian FC,240000,1000,ST,Right,Normal,54
232704,T. Ominami,21,184,72,Japan,Júbilo Iwata,220000,1000,CB,Right,Normal,78
232769,N. Femia,22,180,77,Argentina,Central Córdoba,240000,2000,CM,Right,Lean,72
233115,R. Cole,21,178,65,England,Brentford,240000,5000,CM,Right,Lean,68
233931,K. Rowles,21,183,82,Australia,Central Coast Mariners,220000,1000,CB,Left,Lean,69
235975,A. Al Aryani,23,173,77,Saudi Arabia,Al Ittihad,240000,5000,RM,Right,Normal,54
236237,J. Bolado,21,181,76,Argentina,Godoy Cruz,190000,1000,GK,Right,Normal,26
236389,T. Holland,22,171,72,Republic of Ireland,Waterford FC,240000,1000,CM,Right,Lean,43
237782,H. Shoji,21,187,74,Japan,Oita Trinita,220000,1000,CB,Right,Lean,67
238296,B. Mathis,21,178,74,France,Rodez Aveyron Football,240000,1000,ST,Right,Normal,56
238347,Joo Hyun Ho,23,184,77,Korea Republic,Suwon Samsung Bluewings,240000,1000,LW,Left,Lean,53
238520,R. Takae,21,171,60,Japan,Gamba Osaka,240000,2000,CM,Right,Normal,49
239546,C. Libertiaux,21,185,80,Belgium,Royal Excel Mouscron,190000,1000,GK,Right,Normal,26
240524,M. Ebiye,22,185,75,Nigeria,Lillestrøm SK,240000,1000,ST,Right,Normal,64
242637,C. Galvin,23,172,66,Republic of Ireland,Waterford FC,240000,1000,LM,Right,Normal,56
242638,D. Kelly,23,183,67,Republic of Ireland,Dundalk,240000,1000,RM,Right,Lean,55
243895,D. Salanovic,23,178,74,Liechtenstein,FC Thun,240000,2000,RM,Right,Lean,34
244036,A. Önal,23,180,71,Turkey,MKE Ankaragücü,240000,3000,ST,Right,Lean,56
244165,O. Nowak,21,180,77,Poland,Wisła Płock,240000,1000,ST,Right,Normal,59
244770,F. Manzo,20,174,66,Chile,Unión La Calera,240000,1000,CAM,Right,Lean,62
245530,L. Calderón,21,175,70,Argentina,Gimnasia y Esgrima La Plata,240000,2000,ST,Right,Normal,53
246400,D. O'Connor,22,173,68,Republic of Ireland,Cork City,240000,1000,RM,Right,Stocky,63
246842,M. Centurión,21,193,91,Argentina,Argentinos Juniors,220000,1000,CB,Right,Normal,62
247474,C. Gasper,23,183,84,United States,Minnesota United FC,220000,1000,LB,Right,Stocky,54
247506,M. Freese,20,193,83,United States,Philadelphia Union,190000,1000,GK,Right,Lean,18
247576,J. Murtin,22,178,74,England,Bury,240000,1000,CM,Left,Lean,56
247753,E. Zubak,21,183,75,United States,LA Galaxy,240000,1000,ST,Right,Lean,64
250875,Y. Osée,22,194,80,Germany,SV Meppen,220000,1000,CB,Right,Lean,63
251013,D. Aravena,22,178,72,Chile,Coquimbo Unido,240000,1000,CM,Right,Normal,71
251017,M. Maureira,18,169,68,Chile,Unión Española,200000,1000,CDM,Right,Normal,80
251389,Vidorreta,23,175,71,Spain,CD Numancia,240000,2000,CM,Right,Normal,55
251498,J. Rojas,23,185,77,Bolivia,Bolivia,0,0,GK,Right,Normal,24
251781,R. Opruț,21,181,70,Romania,FC Hermannstadt,220000,1000,LB,Left,Normal,64
252266,L. Gabbichler,21,186,75,Austria,TSV Hartberg,240000,1000,LM,Right,Lean,72
252271,J. Tré,21,173,67,France,Paris FC,220000,1000,RB,Right,Stocky,63
210940,S. Perilli,24,195,85,Italy,Pisa,180000,1000,GK,Right,Normal,30
220774,J. Debayo,22,183,68,Nigeria,Cheltenham Town,200000,2000,LB,Left,Lean,67
222931,J. Doherty,23,179,70,Northern Ireland,Crawley Town,200000,1000,LB,Left,Lean,61
225999,F. Lesniak,23,176,70,Slovakia,Silkeborg IF,230000,2000,CM,Right,Lean,72
227278,G. Berggren,21,180,80,Sweden,BK Häcken,230000,1000,CM,Right,Normal,76
227870,A. Södlund,22,185,76,Norway,Odds BK,230000,1000,RW,Right,Lean,75
227878,C. Guy,22,178,64,England,Blackpool,230000,2000,CM,Right,Lean,73
229897,H. Ascroft,24,183,77,Australia,Finn Harps,210000,1000,CB,Right,Normal,58
230047,F. Ronstadt,21,179,76,Germany,FC Würzburger Kickers,210000,1000,RB,Right,Normal,62
230935,Z. de la Paz,24,188,78,Curacao,Oldham Athletic,180000,1000,GK,Right,Normal,43
231028,M. Šarkić,21,192,73,Montenegro,Livingston FC,180000,1000,GK,Right,Lean,20
231396,C. Kelly,20,191,78,Republic of Ireland,St. Patrick's Athletic,210000,1000,CB,Left,Lean,67
233491,J. Kristoffersen,22,198,77,Norway,Hobro IK,230000,2000,ST,Right,Lean,61
235493,T. Abdullah,23,170,64,Saudi Arabia,Al Ittihad,200000,4000,RB,Right,Normal,63
238303,K. Velde,19,179,65,Norway,FK Haugesund,230000,1000,ST,Right,Lean,59
239952,A. Kecskés,23,190,75,Hungary,FC Lugano,210000,1000,CB,Right,Lean,64
240642,A. Sosa,23,183,80,Argentina,Unión de Santa Fe,180000,2000,GK,Right,Normal,25
241969,D. Martinović,22,179,77,Croatia,SG Sonnenhof Großaspach,230000,1000,ST,Right,Normal,62
242812,K. Ødemarksbakken,23,181,72,Norway,Lillestrøm SK,230000,1000,LM,Right,Normal,59
244663,M. Spasić,21,180,72,Serbia,FC Admira Wacker Mödling,210000,2000,LB,Left,Lean,56
245220,A. Camara,21,195,84,Senegal,KV Kortrijk,210000,2000,CB,Right,Lean,67
245855,D. Chambost,21,177,70,France,ESTAC Troyes,230000,1000,CAM,Left,Lean,48
246650,N. Sommer,21,179,76,Germany,SG Sonnenhof Großaspach,210000,1000,RB,Right,Normal,63
246759,R. Hove,23,195,83,Norway,Viking FK,210000,1000,CB,Right,Normal,63
247332,B. Rojas,21,182,70,Costa Rica,Tromsø IL,230000,1000,ST,Right,Lean,60
251056,A. Ureche,20,185,83,Romania,Academica Clinceni,180000,1000,GK,Right,Normal,24
251286,F. Rüdlin,22,176,71,Germany,SC Freiburg,210000,3000,CDM,Right,Normal,52
251333,N. Galle,20,186,78,Germany,Hallescher FC,210000,1000,LB,Left,Normal,64
251467,C. Euschen,21,185,82,Germany,SV Wehen Wiesbaden,230000,2000,ST,Right,Normal,62
251571,D. Dugourd,23,194,86,Switzerland,Neuchâtel Xamax,230000,1000,ST,Left,Normal,62
252546,C. Gyeboaho,22,196,80,France,Grenoble Foot 38,230000,1000,CM,Left,Normal,66
252715,R. Sila,21,185,78,France,Paris FC,230000,1000,LM,Right,Normal,59
211203,S. Long,24,179,75,England,Oxford United,190000,2000,RB,Right,Normal,54
212392,R. Stewart,24,188,71,Scotland,Livingston FC,170000,1000,GK,Right,Normal,20
220994,J. Bridge,23,178,73,England,Carlisle United,220000,2000,CAM,Right,Lean,42
222081,N. Sandberg,24,183,65,Norway,FK Haugesund,220000,1000,CM,Left,Normal,55
223180,N. Anderton,23,188,79,England,Blackpool,190000,2000,LB,Left,Lean,68
224292,M. Gonçalves,24,174,71,Switzerland,Servette FC,190000,2000,RB,Right,Normal,68
225498,L. Sutton,22,180,74,England,Scunthorpe United,220000,3000,CM,Right,Lean,70
229504,F. Lauenborg,22,181,74,Denmark,Randers FC,220000,2000,CM,Right,Lean,59
230757,A. Di Grazia,23,175,63,Italy,Pescara,220000,1000,RW,Right,Normal,45
232362,R. de Vos,23,182,73,Netherlands,FC Emmen,220000,1000,CM,Right,Normal,60
232538,K. Sugimori,22,173,64,Japan,Nagoya Grampus,220000,1000,LM,Left,Lean,55
233185,Oh In-Pyo,22,178,68,Korea Republic,LASK Linz,220000,2000,RM,Right,Normal,59
233197,Gui Hong,24,185,83,China PR,Guangzhou R&F FC,220000,2000,ST,Right,Normal,70
235820,P. Gartler,22,185,75,Austria,SK Rapid Wien,170000,2000,GK,Right,Normal,18
237220,C. Odoi-Atsem,24,178,68,United States,DC United,190000,1000,RB,Right,Lean,50
238044,S. Al Khayri,24,173,75,Saudi Arabia,Ettifaq FC,190000,4000,RB,Right,Stocky,72
238919,J. Pantemis,22,191,79,Canada,Montreal Impact,170000,1000,GK,Right,Normal,34
238920,J. Córdova,24,165,63,Canada,CD Huachipato,190000,1000,RB,Right,Lean,64
241344,Yang Liyu,22,181,65,China PR,Guangzhou Evergrande Taobao FC,220000,3000,RM,Right,Lean,63
241915,S. Sørløkk,22,187,78,Norway,Ranheim Fotball,220000,1000,CM,Right,Lean,69
241955,S. Amin,21,182,68,Syria,Örebro SK,220000,1000,CM,Right,Normal,61
242391,M. Pattier,23,184,77,France,FC Lorient,170000,1000,GK,Right,Normal,24
242955,A. de Jong,22,181,73,New Zealand,New Zealand,0,0,CF,Right,Lean,62
243528,Kim Tae Han,23,183,77,Korea Republic,Daegu FC,200000,1000,CB,Right,Normal,66
244119,P. Patron,21,191,85,France,Le Mans FC,170000,1000,GK,Right,Normal,16
246664,A. Hansen,22,183,80,Norway,Mjøndalen IF,190000,1000,RB,Right,Lean,64
247044,Adrià López,24,165,58,Spain,Ranheim Fotball,220000,1000,CM,Right,Lean,74
247278,A. Gutman,22,180,83,United States,FC Cincinnati,190000,1000,LB,Left,Normal,64
251005,M. Mohammed,23,185,74,Saudi Arabia,Al Adalah,220000,3000,ST,Right,Normal,60
251033,A. Ouhafsa,21,178,70,France,Rodez Aveyron Football,220000,1000,ST,Right,Lean,58
251620,J. Bumbu,20,181,75,France,Amiens SC,220000,2000,CM,Right,Normal,49
251906,S. Al Abbas,24,177,74,Saudi Arabia,Al Nassr,220000,5000,ST,Right,Lean,56
252318,R. Behounek,22,187,76,Austria,SV Mattersburg,200000,3000,CB,Right,Normal,57
207803,J. Bojang,24,183,73,Gambia,Mjøndalen IF,210000,1000,RW,Right,Lean,36
215204,B. Goodship,24,180,71,England,Southend United,220000,2000,ST,Right,Lean,67
220187,M. Jay,23,169,64,England,Exeter City,220000,2000,ST,Right,Normal,71
222820,E. Salles,25,187,78,France,Grenoble Foot 38,160000,1000,GK,Right,Normal,41
223011,F. Sollacaro,25,181,75,France,AC Ajaccio,160000,1000,GK,Right,Lean,28
223907,P. Johansson,24,185,80,Sweden,Kalmar FF,190000,1000,RWB,Right,Normal,76
225061,A. Al Ruhaili,24,189,88,Saudi Arabia,Al Raed,160000,2000,GK,Right,Normal,33
225067,J. Coustrain,23,173,68,Republic of Ireland,Cork City,210000,1000,RM,Left,Lean,55
227529,M. Hudson,20,193,75,England,Preston North End,160000,2000,GK,Right,Lean,41
228757,M. Mathisen,23,185,78,Denmark,Falkenbergs FF,210000,1000,CM,Right,Normal,75
229607,G. Mells,22,178,75,Australia,Brisbane Roar,210000,1000,CM,Right,Lean,73
235375,A. Quintana,24,195,90,Colombia,Atlético Nacional,160000,1000,GK,Left,Normal,23
236946,N. Baeza,22,175,75,Chile,CD Huachipato,190000,1000,LB,Right,Lean,66
240207,Liu Yang,24,184,74,China PR,Shandong Luneng TaiShan FC,190000,2000,LB,Left,Lean,73
240886,R. Menayese,21,190,80,Wales,Bristol Rovers,190000,1000,CB,Right,Normal,66
240993,M. Al Shahrani,23,167,66,Saudi Arabia,Damac FC,210000,3000,RM,Right,Lean,57
242766,N. Jackson,23,185,78,United States,Colorado Rapids,220000,1000,ST,Right,Normal,44
243737,M. Kamenz,20,188,80,Germany,FSV Zwickau,160000,1000,GK,Right,Normal,20
246354,S. Tanasijević,22,183,72,Serbia,Paris FC,190000,1000,CB,Right,Normal,57
246872,M. Sylla,25,189,81,France,Oldham Athletic,190000,2000,CDM,Right,Normal,66
247254,M. Burruchaga,21,174,64,Argentina,Chievo Verona,210000,1000,CM,Left,Lean,70
247636,A. Perez,23,183,77,United States,Los Angeles FC,210000,1000,RW,Left,Normal,50
247966,R. Trif,21,180,72,Romania,Gaz Metan Mediaş,190000,1000,LB,Left,Lean,66
248081,M. Chelaru,22,185,82,Romania,Politehnica Iaşi,210000,1000,CM,Left,Normal,74
251646,J. Papeau,23,179,80,France,Amiens SC,210000,3000,CAM,Right,Stocky,41
252363,L. Vella,22,176,65,Argentina,Godoy Cruz,210000,2000,RM,Right,Normal,45
252434,M. Mawa,22,182,73,Norway,Strømsgodset IF,220000,1000,ST,Right,Normal,59
252742,T. Chunchukov,24,181,75,Bulgaria,Bulgaria,0,0,ST,Right,Normal,64
252761,J. Gottesman,23,175,68,Uruguay,Atlético Huila,190000,1000,CDM,Right,Normal,70
200714,H. Hope,25,179,76,England,Carlisle United,210000,2000,CF,Right,Normal,68
202079,D. Blazevic,26,190,88,Sweden,Hammarby IF,150000,1000,GK,Right,Normal,41
203424,E. Whitehouse,25,180,80,England,Grimsby Town,200000,2000,CM,Right,Stocky,93
205708,S. Scognamillo,25,183,79,Italy,Trapani,180000,1000,CB,Left,Normal,64
206039,J. Jones,25,185,76,Northern Ireland,Salford City,190000,3000,CDM,Right,Normal,71
206082,K. Callan-McFadden,24,183,78,Republic of Ireland,Sligo Rovers,190000,1000,CB,Right,Normal,68
206566,M. Crocombe,25,194,88,New Zealand,Brisbane Roar,150000,1000,GK,Right,Normal,38
210426,C. Villanueva,25,184,84,Mexico,Guadalajara,180000,5000,RB,Right,Normal,67
214525,D. Richards,25,181,78,Wales,Crewe Alexandra,150000,2000,GK,Right,Lean,26
215812,Érico Sousa,24,173,62,Portugal,Accrington Stanley,210000,1000,LM,Right,Normal,58
216249,P. Milde,24,178,70,Germany,Chemnitzer FC,210000,1000,LM,Right,Lean,65
219874,A. Dales,24,181,70,England,Scunthorpe United,210000,3000,LM,Right,Normal,55
220985,J. Brattberg,22,200,96,Sweden,Falkenbergs FF,160000,1000,GK,Right,Normal,30
221845,Han Rongze,26,191,85,China PR,Shandong Luneng TaiShan FC,150000,2000,GK,Right,Normal,33
232216,Kim Gyeong Jae,25,183,76,Korea Republic,Sangju Sangmu FC,180000,1000,CB,Right,Normal,62
242088,Y. Wakizaka,24,172,65,Japan,Kawasaki Frontale,200000,2000,CM,Right,Lean,64
242584,Y. Akiyama,24,171,68,Japan,Júbilo Iwata,180000,1000,LB,Left,Lean,61
243832,K. Partida,24,173,68,United States,San Jose Earthquakes,180000,1000,LB,Right,Normal,64
246557,L. Corbu,25,174,68,Romania,Dinamo Bucureşti,180000,2000,RB,Right,Lean,66
247009,V. Dragsnes,25,187,82,Norway,Mjøndalen IF,180000,1000,LB,Right,Normal,64
247104,B. McDriscoll,26,193,85,England,Bury,150000,1000,GK,Right,Normal,25
247589,A. Monksfield,25,182,79,England,Bury,180000,1000,LWB,Left,Lean,63
248183,V. Yuel,24,182,78,Australia,Western United FC,210000,1000,RW,Right,Stocky,61
251584,C. Häusl,23,186,77,Germany,SG Sonnenhof Großaspach,190000,1000,CB,Right,Normal,60
252023,J. Sánchez,20,173,67,Mexico,Club León,210000,3000,CM,Right,Lean,68
252356,T. Egert,24,192,85,Czech Republic,Oldham Athletic,190000,2000,CB,Right,Lean,65
252529,S. Sahiti,24,178,72,Kosovo,Wisła Płock,210000,1000,RM,Right,Lean,67
200942,A. McCarey,27,188,90,Republic of Ireland,Dundalk,140000,1000,GK,Right,Normal,26
202973,Kwon Tae Ahn,27,190,86,Korea Republic,Sangju Sangmu FC,140000,1000,GK,Right,Normal,23
213502,R. Cornwall,24,183,86,Republic of Ireland,Bohemian FC,180000,1000,CB,Right,Normal,61
214644,Álex Portillo,26,180,72,Spain,IF Elfsborg,180000,1000,CB,Left,Lean,68
215285,D. Carr,25,180,77,England,Shamrock Rovers,200000,1000,ST,Right,Lean,66
220306,A. Ceesay,25,189,74,Gambia,FC Zürich,200000,3000,ST,Left,Normal,64
222471,J. Rasheed,27,191,91,Norway,BK Häcken,140000,1000,GK,Right,Normal,32
222628,Chu Jinzhao,26,175,63,China PR,Tianjin Quanjian FC,180000,3000,CB,Right,Stocky,54
224554,Gao Jiarun,24,183,73,China PR,Tianjin TEDA FC,180000,2000,CB,Right,Lean,69
227970,Wang Peng,26,185,70,China PR,Shenzhen FC,180000,2000,CB,Right,Normal,63
229914,E. Osadebe,22,188,71,Republic of Ireland,Macclesfield Town,200000,2000,CM,Right,Lean,92
231031,S. Kaya,23,178,72,Turkey,Göztepe SK,210000,4000,ST,Right,Normal,56
234412,A. Nadesan,24,188,70,England,Crawley Town,210000,2000,ST,Right,Normal,57
237190,T. Brewitt,22,185,73,England,Morecambe,180000,1000,CB,Right,Lean,61
243800,S. Seferings,23,185,81,Germany,TSV 1860 München,200000,1000,CAM,Right,Normal,57
246830,Y. Orozco,25,172,64,Colombia,Alianza Petrolera,200000,1000,CM,Right,Normal,76
247195,Liu Yun,24,175,69,China PR,Wuhan Zall,200000,2000,RM,Left,Lean,60
250846,Y. Omar,25,182,75,Niger,Al Hazem,200000,2000,ST,Right,Stocky,74
251443,L. Mickels,24,177,81,Germany,MSV Duisburg,200000,1000,LM,Right,Normal,51
251684,J. Tunnicliffe,25,186,82,England,Crawley Town,180000,2000,CB,Right,Lean,52
252778,R. Crawford,25,179,75,Scotland,Livingston FC,200000,1000,CM,Right,Lean,55
252807,S. Dikmen,25,179,75,Turkey,Gençlerbirliği SK,180000,3000,CDM,Right,Normal,54
206659,J. McLaughlin,26,173,61,United States,FC Cincinnati,190000,1000,CM,Right,Lean,72
215365,L. Forte,24,175,64,Italy,Pescara,200000,1000,ST,Right,Normal,61
221182,S. Al Sharif,27,174,74,Saudi Arabia,Abha Club,170000,3000,CDM,Right,Normal,83
224318,O. Sterling-James,25,177,64,St Kitts Nevis,Mansfield Town,200000,3000,RM,Right,Normal,53
224526,J. Lyden,23,178,70,Australia,Swindon Town,190000,2000,CM,Right,Lean,58
224620,Zhang Yi,25,181,67,China PR,Shanghai SIPG FC,190000,3000,CM,Left,Lean,72
234322,Park Byung Hyun,26,184,83,Korea Republic,Daegu FC,170000,1000,CB,Right,Normal,58
235481,A. Al Shamrani,25,175,65,Saudi Arabia,Al Hazem,170000,2000,CB,Right,Lean,57
235881,M. Eid,26,183,81,Palestine,Kalmar FF,200000,1000,ST,Left,Stocky,64
242132,D. Sánchez,26,180,78,Colombia,Cúcuta Deportivo,170000,1000,LB,Left,Lean,73
246394,E. Østensen,26,183,80,Norway,Viking FK,200000,1000,ST,Right,Normal,62
199139,S. Folan,27,185,76,Republic of Ireland,Dundalk,160000,1000,CB,Left,Normal,56
204426,J. Melling,24,174,71,Australia,Central Coast Mariners,170000,1000,CDM,Right,Normal,72
211290,M. Rozwandowicz,25,184,78,Poland,LKS Lodz,170000,1000,CB,Right,Normal,64
212450,Park Yong Ji,26,183,75,Korea Republic,Sangju Sangmu FC,190000,1000,ST,Right,Lean,53
222621,Du Jia,26,186,75,China PR,Tianjin TEDA FC,140000,2000,GK,Right,Normal,35
224602,Zhang Wei,26,176,73,China PR,Shanghai SIPG FC,160000,3000,LB,Left,Lean,72
